userId,movieId,rating
14114,6641696,2
14114,6641772,2
14114,6641795,2
14130,6607215,2
14130,6641104,2
14326,5842003,2
14339,6460174,2
14339,6640910,2
14339,6641042,2
14508,6641008,2
14607,6639731,2
14607,6641186,2
14607,6641739,2
14942,5981336,5
14942,6036176,2
14942,6548155,2
14942,6573509,5
14942,6585674,2
15373,6030351,5
15373,6366438,2
15373,6431720,5
15373,6438498,2
15373,6551378,2
15373,6594710,2
15373,6614865,2
15373,6619752,2
15373,6637470,5
15373,6639968,2
15373,6640015,2
15373,6640546,2
15373,6640983,2
15373,6641280,2
15373,6642217,5
15591,6641145,2
15603,6637166,2
15766,5483098,2
15766,5686638,2
15766,5729076,2
15766,6382122,2
15766,6636552,2
16017,6631916,2
16152,6634182,2
16610,6632270,2
16610,6634349,2
16610,6640667,2
16610,6640827,2
16723,4962276,5
16723,5401590,2
16723,5559148,2
16723,5947514,2
16723,5947538,5
16723,6302479,2
16723,6426384,2
16723,6434125,2
16723,6600805,2
16723,6613999,2
16723,6617094,2
16723,6628732,2
16804,6015205,2
16804,6624348,2
17158,6641040,2
17352,6605743,2
18011,6299801,2
18147,5088267,2
18147,6195296,5
18147,6614667,2
18147,6625917,2
18718,6563022,2
18718,6637163,2
18901,5774032,2
18901,6188242,2
18901,6531414,2
18901,6629756,2
19258,6613556,2
19684,6639748,2
19684,6640432,2
19814,6104866,2
19919,6017942,2
19919,6032989,2
19919,6175480,2
19919,6598922,2
19919,6600570,2
20143,6614947,2
20294,6317071,2
20294,6640063,2
20294,6640225,2
20294,6640910,2
20294,6641392,2
20294,6641751,2
20423,6512022,2
20859,6536598,2
20859,6637075,2
20912,5354362,2
20912,5372859,2
20912,5713606,2
20912,5763151,2
20912,6286262,2
20912,6290899,2
20912,6309433,2
20912,6454471,2
20912,6491987,2
20912,6549638,2
20912,6604307,2
20912,6624993,2
20912,6640698,2
21090,6569292,2
21544,5877749,2
21544,6081170,2
21544,6514200,2
21544,6634540,5
22047,6640255,2
22192,5642335,2
22192,5684611,2
22192,6028393,2
22192,6492002,2
22192,6500881,2
22192,6545362,2
22192,6613019,2
22192,6620221,2
22192,6640217,2
22192,6641511,2
22315,6631709,2
22315,6636440,2
22317,5996628,2
22339,6640789,2
22465,6635145,2
22465,6635924,2
22465,6637071,5
22465,6642234,2
22944,5565734,2
22944,6357071,2
22944,6629518,2
23389,5584963,2
23389,5888939,5
23389,6297727,2
23389,6395374,2
23389,6403976,2
23389,6408136,2
23389,6474444,2
23389,6492425,2
23389,6512115,2
23389,6558395,2
23389,6569474,2
23389,6629921,5
23389,6635915,2
23389,6636094,2
23643,6641023,2
23651,6629836,2
23651,6640667,2
23651,6640827,2
23656,5989922,2
23656,6413581,2
23656,6521395,2
23656,6641638,2
23656,6641877,2
23972,6291800,2
23972,6372449,2
23972,6555865,2
23972,6567530,2
23972,6615236,2
23972,6640209,2
23972,6640409,2
23978,6233349,2
23978,6405547,2
23978,6498411,2
23978,6523420,2
23978,6553308,2
23978,6641693,5
24035,6630074,2
24129,6090414,2
24129,6615465,2
24129,6630627,2
24509,5746522,2
24509,6641294,2
24589,6641506,2
24778,6629836,2
24778,6640667,2
25062,6521385,2
25062,6619676,2
25102,5519618,2
25102,6614863,2
25102,6623948,2
25102,6624775,2
25344,6460579,2
25344,6619665,2
25344,6637492,2
25549,5962953,2
25549,6405484,2
25549,6593747,2
25549,6623046,2
25549,6631138,2
25560,6641143,2
25560,6641425,2
25560,6641470,2
25560,6641535,2
25588,6531935,2
25588,6615236,2
25723,6540855,2
25723,6606667,2
25991,6125503,2
25991,6367276,2
25991,6398408,2
25991,6489041,5
25991,6528312,2
25991,6570886,2
25991,6599707,2
25991,6615432,2
25991,6618198,2
25991,6618202,2
25991,6641010,2
25991,6641495,5
26260,6391179,5
26260,6399221,5
26260,6489607,5
26260,6512789,5
26260,6542272,2
26260,6585173,5
26260,6613859,2
26260,6619665,5
26260,6623673,2
26260,6629037,5
26260,6636035,5
26260,6636810,2
26260,6638584,5
26262,6601636,2
26403,6216172,2
26403,6383633,2
26403,6564896,2
26403,6641359,2
26591,6640591,2
26650,6641425,2
26650,6641499,2
26757,6259103,2
26757,6626143,2
26991,5907672,2
26991,6346044,2
26991,6457869,2
26991,6468966,2
26991,6598674,2
26991,6619156,5
26991,6637096,2
26991,6640240,2
27207,6398678,2
27207,6426496,2
27207,6523949,2
27207,6615704,2
27207,6641200,2
27410,6640340,2
27410,6641396,2
27749,6577729,2
27749,6615874,2
27749,6629630,2
27751,6417982,2
27751,6606603,2
27751,6637408,2
27751,6640123,2
27849,6637642,2
27849,6637653,2
27849,6637728,2
27849,6637810,2
27849,6637974,2
27849,6638058,2
28182,6629506,2
29084,6640213,2
29084,6640559,2
29117,6616721,5
29277,6582564,5
29602,5757079,2
29849,6636343,2
30203,6440886,2
30203,6445257,2
30407,6034965,2
30834,6570042,2
30834,6641145,2
31029,4503837,2
31029,6113682,2
31029,6120331,2
31029,6247939,5
31029,6279171,2
31029,6433054,2
31029,6541051,2
31029,6556909,2
31029,6573136,2
31029,6617414,2
31029,6617863,2
31029,6619885,2
31029,6637805,2
31029,6637899,2
31029,6640123,2
31285,6592245,2
31285,6624749,2
31285,6637075,2
31285,6637408,2
31601,6532639,2
31601,6561211,2
31601,6571533,2
31601,6596212,2
31601,6596229,2
31601,6601348,2
31601,6601790,2
31601,6613286,2
31601,6628941,2
31601,6636431,5
31639,5973838,2
31639,6530765,2
31639,6637100,2
32112,6008076,2
32112,6159527,2
32112,6326085,2
32127,6641228,2
32381,5218488,2
32381,6448498,2
32381,6595812,2
32381,6605919,2
32381,6640400,2
32381,6641045,2
32445,6499798,2
32639,5946211,2
32639,6640132,2
32639,6640221,2
32639,6640505,2
32639,6640520,2
32639,6640538,2
32639,6641642,2
32663,6498783,2
32694,6471260,2
32694,6639364,5
32694,6640803,2
32774,5317698,2
32815,6607183,2
32815,6615012,5
32815,6640500,5
32866,5976986,2
32866,6641686,2
33426,6079117,2
33426,6159275,2
33426,6439426,2
33426,6629173,2
33426,6637209,2
33426,6639748,2
33426,6639821,2
33426,6639996,2
33426,6640219,2
33426,6640432,2
33426,6641060,2
33426,6641245,2
33434,6212376,2
33466,5604410,2
33466,6640142,2
33594,6237045,2
33594,6482258,2
33594,6589682,2
33594,6629681,2
33594,6640493,2
33703,5975193,2
33703,6020571,2
33703,6284986,2
33703,6311793,2
33988,6640833,5
33988,6640997,2
33988,6641591,2
34136,6619670,2
34136,6624564,2
34136,6640500,2
34140,5899328,2
34140,6624128,2
34186,6446641,2
34186,6513643,2
34186,6533490,2
34186,6552021,2
34186,6601483,2
34186,6606291,2
34186,6628039,2
34615,6352587,2
34615,6592245,2
34615,6609419,2
34615,6613769,2
34689,6601212,2
34689,6602141,2
34689,6636430,2
34689,6641513,5
34863,6641085,2
35183,6637075,2
35183,6637408,2
35586,6639059,2
35695,6607914,2
35695,6609044,2
35695,6632270,2
35695,6634349,5
35695,6639510,5
35695,6640827,2
35695,6641235,5
35695,6641241,5
35701,6523425,2
35701,6570886,2
35701,6599707,2
35701,6605618,2
35701,6619855,2
35701,6641495,5
36171,6598910,2
36171,6620070,5
36253,6614622,2
36414,6106217,2
36414,6545498,2
36414,6572738,2
36414,6640849,5
36414,6640997,2
36638,5944140,2
36638,6615433,2
36638,6640591,2
36638,6640722,2
36729,6637178,5
36729,6640994,5
36813,5828491,2
36813,6199590,2
36813,6570591,2
36813,6640972,2
36992,6620218,2
36992,6637071,2
36992,6641247,2
36992,6641691,2
37081,6641310,2
37171,6642213,2
37561,5916533,2
37561,6419409,5
37561,6563360,2
37561,6567802,2
37561,6595693,2
37561,6603623,2
37561,6603942,2
37561,6610390,2
37561,6614904,2
37561,6617585,2
37561,6635924,2
37561,6637071,5
37561,6637408,2
37768,5856444,2
37900,5840881,2
37900,6068503,2
37900,6640949,2
38019,6636473,2
38019,6638551,2
38239,6641511,2
38289,6458158,2
38315,6641107,2
38315,6641591,2
38326,6614121,2
38326,6615236,2
38380,6214604,2
38380,6585024,2
38380,6616039,2
38625,6019291,5
38625,6069021,5
38625,6218605,2
38625,6249076,2
38625,6310462,5
38625,6460798,5
38625,6562185,5
38625,6627997,5
40315,6015843,5
40315,6089711,2
40315,6217029,5
40315,6274944,5
40315,6302419,2
40315,6550507,2
40315,6570933,5
40315,6586687,5
40315,6606862,5
40315,6615012,5
40315,6615108,2
40315,6616488,2
40315,6618107,2
40315,6625537,5
40315,6627934,2
40315,6628564,2
40315,6629243,5
40315,6637075,5
40315,6637408,5
40315,6638680,2
40315,6639775,5
40315,6639796,5
40315,6641099,5
40315,6641247,5
40773,5656835,2
40773,5981463,2
40773,6347287,2
40773,6448515,2
40773,6627606,2
40773,6629243,2
40773,6639169,2
40773,6641128,2
40773,6641366,2
40824,6584012,2
40933,6642128,2
40945,6635562,5
40945,6637573,5
40945,6638487,5
41169,6639364,5
41169,6640803,5
41271,5796084,5
41271,5892750,5
41271,6168245,2
41271,6537483,2
41271,6596539,5
41271,6609068,5
41271,6624548,5
41271,6624650,5
41271,6629355,5
41271,6633337,5
41271,6640088,5
41271,6641877,2
41271,6642655,5
41365,6621794,2
41365,6636449,2
41437,6447441,2
41437,6640538,2
41437,6642862,2
41437,6643499,5
41467,6641353,5
41467,6641368,2
41484,6128631,2
41484,6599223,2
41484,6601965,2
41484,6620529,2
41484,6623370,2
41486,5818833,2
41486,5913587,2
41486,6096963,2
41486,6346044,2
41486,6451775,2
41486,6516037,2
41486,6567816,2
41486,6582594,2
41486,6635447,2
41486,6640295,2
41486,6640681,2
41486,6640685,2
41486,6640836,2
41486,6640911,2
41486,6641128,2
41486,6641247,2
41486,6641366,2
41486,6641534,2
41486,6641597,2
41486,6641615,2
41486,6641702,2
41814,6507549,2
41987,6150048,2
41987,6220882,2
41987,6593810,2
41987,6605938,2
41987,6606401,2
41987,6617699,2
41987,6627300,2
41987,6635035,2
42123,5765528,2
42123,6599773,2
42123,6623264,2
42123,6624161,2
42123,6640667,2
42123,6641469,2
42227,6534768,2
42325,5199573,2
42325,6157261,2
42325,6159275,2
42325,6195849,2
42325,6617094,2
42325,6637209,2
42325,6639996,2
42325,6640219,2
42325,6640432,2
42325,6640590,2
42619,5700010,2
42619,6081170,2
42840,6640500,2
42900,5522518,5
42900,6520930,5
42900,6619068,5
42900,6621936,5
42900,6637994,5
42900,6641245,2
42900,6642084,5
43710,6607215,2
43756,6005076,2
43756,6459115,2
43756,6583565,2
43756,6640340,2
43756,6641306,2
44382,5642335,2
44382,6349393,2
44382,6492002,2
44382,6500881,2
44382,6619938,2
44382,6639692,2
44382,6639984,2
44382,6641511,2
44782,6528815,2
45105,6527415,5
45105,6621388,5
45142,6376780,2
45142,6494406,2
45142,6640375,2
45331,6363328,2
45349,5089353,2
45349,6606312,5
45349,6643450,2
45701,6559542,2
45701,6639748,2
45701,6640877,2
45764,5478292,2
45764,6617471,2
45764,6638784,2
45764,6640423,5
45818,6630311,2
45954,6565327,2
46018,6513643,2
46018,6531935,2
46018,6615236,2
46018,6623317,2
46406,6640646,2
46787,6286513,2
46787,6477291,5
46787,6533071,2
46787,6557534,5
46787,6570459,2
46787,6586527,2
46787,6597827,2
46787,6623785,2
46787,6629942,2
46787,6638669,2
46787,6638859,2
46787,6638869,2
46787,6639510,2
46787,6640704,2
46787,6640985,2
46787,6641241,2
46787,6641535,5
46787,6641639,5
47305,5768684,2
47305,6558253,2
47379,6540855,2
47379,6606667,2
47404,5537437,2
47404,6141388,2
47404,6626670,2
47404,6629226,2
48872,6624836,2
48872,6640414,2
48976,5440539,2
48976,5472808,2
48976,5719056,2
48976,6594056,2
49101,6360714,5
49101,6477085,2
49101,6625089,2
49101,6636499,2
49146,6630576,2
49570,6629085,2
50265,6147117,5
50265,6447441,2
50265,6621388,2
50265,6641255,5
52451,6641543,2
54201,6495415,2
54201,6600721,2
54201,6618810,2
54201,6625050,2
54563,5632352,2
54563,6226319,2
54563,6607516,2
54563,6627074,2
54563,6637088,2
55379,6642185,2
55795,6619126,2
57823,6310372,2
58482,6366440,2
58482,6636780,2
59121,6640017,2
60834,5723177,2
60834,6422166,2
60834,6454325,2
60834,6586204,2
60834,6594487,2
60834,6602111,2
60834,6622615,2
60957,6416786,2
60957,6638892,2
61144,6572372,2
61796,5701183,5
61796,5846351,5
61796,6367322,5
61796,6455583,5
61796,6528498,5
61796,6531935,5
61796,6534057,5
61796,6553893,5
61796,6560424,5
61796,6561268,5
61796,6568428,5
61796,6593638,5
61796,6605194,5
61796,6609717,5
61796,6611626,5
61796,6613846,5
61796,6616934,5
61796,6617917,5
61796,6622309,5
61796,6622355,2
61796,6622439,5
61796,6623433,5
61796,6626367,5
61796,6626755,5
61796,6627901,2
61796,6628039,5
61796,6629316,5
61796,6632728,5
61796,6632979,5
61796,6633162,5
61796,6633670,5
61796,6636081,5
61796,6637414,5
61796,6638450,5
61796,6638697,5
61796,6639815,5
63201,6521418,2
63201,6573534,2
63680,6580231,2
63860,6578759,5
63860,6585145,2
63860,6602096,2
64060,6043657,2
64060,6511355,2
64060,6512549,2
64123,6474258,2
64190,6619864,2
64211,6641526,2
64527,6610629,2
64542,6230704,2
64542,6469658,2
64542,6619133,2
64705,6338082,2
65150,6637116,2
65150,6639920,2
65211,6053702,2
65211,6344727,2
65211,6378893,2
65211,6615236,2
65211,6640219,2
65246,6537517,5
65246,6595284,2
65471,6302419,2
65471,6617645,2
65471,6638958,2
65471,6641694,2
65594,6626934,2
65594,6626968,2
65594,6627416,2
65594,6629466,2
65594,6639054,2
65594,6641177,2
65594,6642881,2
66042,6623370,5
66042,6632780,5
66042,6637075,2
66042,6637408,2
66042,6640667,5
66276,6640197,2
66276,6641299,2
66276,6641470,2
66276,6641535,2
66276,6641678,2
66530,6640544,2
66530,6641548,2
66711,6147705,2
67111,5045775,2
67111,5548722,2
67111,5735221,2
67111,5775649,2
67111,6018685,2
67111,6210404,2
67111,6212858,2
67111,6293136,2
67111,6330305,2
67111,6369360,2
67111,6427893,2
67111,6552072,2
67111,6613669,2
67111,6626359,2
67473,6640160,2
67634,5554601,2
68160,6509855,2
68583,6640197,2
68657,6344727,2
68657,6435444,2
68657,6618186,5
68657,6630012,5
68710,6638090,2
69302,5673143,2
69302,6135239,2
69524,6607215,2
69994,6447978,2
69994,6624563,2
70021,6638534,2
70038,5995933,2
70038,6175480,2
70038,6451741,2
70038,6552844,2
70038,6571307,2
70038,6606312,2
70038,6607100,2
70106,6640136,2
70515,5923617,2
70515,6090954,2
70515,6170080,2
70515,6199590,2
70515,6453430,2
70515,6464734,2
70515,6492088,5
70515,6572255,5
70515,6603477,2
70515,6636980,2
70515,6637627,2
70515,6640508,5
70515,6641631,2
70515,6642186,5
70515,6642320,5
70515,6642470,2
70515,6642583,5
70515,6642893,2
70515,6643138,5
70515,6643471,2
70615,6615472,2
71008,6628064,2
71120,6620026,2
71120,6641791,5
71220,6068503,2
71389,6643256,5
72280,6641591,2
72280,6642185,2
72326,6641669,2
72901,6639920,2
73500,6274944,5
73500,6602134,5
73500,6632270,5
73500,6637408,2
73500,6640667,5
73517,5810161,2
73517,6125503,2
73517,6541051,2
73517,6562695,2
73517,6582594,2
73517,6637075,2
73517,6637408,2
73517,6640123,2
73667,6640454,2
73720,6506924,2
73720,6606425,2
73720,6633949,2
73720,6641396,2
74085,6640353,2
74113,6337721,2
74113,6460579,2
74113,6490782,5
74113,6609583,5
74113,6637492,2
74113,6640554,2
74262,6454471,2
74262,6637589,2
74262,6639868,2
74601,6635306,5
74687,6247921,2
74687,6253356,2
74687,6576852,2
74687,6618605,2
74687,6640565,2
74687,6640580,2
74687,6640640,2
74755,6579319,2
74755,6614452,2
74755,6618584,2
74755,6641498,2
74854,5615255,5
74854,6636915,5
74854,6637936,2
74854,6638050,2
74854,6638983,2
74854,6639597,5
74854,6640080,2
74930,6615236,2
75173,6618716,2
75748,6501347,2
75748,6613556,2
76137,6426706,2
76137,6638196,2
76137,6642648,2
76258,5698381,2
76258,5931698,5
76258,6081232,5
76258,6158198,5
76258,6175071,2
76258,6240639,2
76258,6289625,2
76258,6546883,5
76258,6549961,2
76258,6561993,5
76258,6609935,5
76258,6623995,5
76258,6638958,5
76258,6640124,5
76930,5711164,2
76930,5959053,2
76930,6062680,2
76930,6110284,2
76930,6211286,2
76930,6292543,2
76930,6613646,2
76930,6618898,2
76930,6624601,5
76930,6628663,2
77134,6472541,2
77155,5632749,2
77155,6360610,2
77155,6362611,2
77155,6558770,2
77155,6641152,2
77155,6641246,2
77876,5760619,2
77876,6020797,2
77876,6622786,2
77876,6634097,2
78275,6370233,2
78275,6450606,2
78275,6458830,2
78275,6479807,2
78275,6563017,2
78275,6617657,2
78275,6629785,2
78309,6158198,2
78408,6414818,2
78784,6570683,2
78784,6597302,2
78784,6628719,2
78873,6573388,2
78873,6640704,2
79051,6434989,2
79051,6618468,2
80439,6541051,2
80439,6573136,2
80975,6635781,2
81078,6637382,2
81078,6640641,2
81078,6641446,2
81082,6640910,2
81480,6641120,5
81480,6643039,2
81527,6417982,2
81527,6475337,2
81527,6607183,2
81980,5667997,2
81980,5799532,2
81980,6072851,2
81980,6293682,2
81980,6535606,2
81980,6594044,2
81980,6624559,2
81980,6641396,2
83026,6614197,2
83509,6633040,2
84048,6508188,5
84048,6580131,5
84089,6134935,2
84089,6410590,2
84089,6418445,2
84089,6543964,5
84089,6606808,2
84089,6641008,2
84089,6641120,5
84089,6641182,5
84686,6572255,2
84719,5337438,2
84719,5848074,2
84719,6513652,2
84719,6541432,2
84719,6554752,2
84719,6580689,2
84719,6603175,2
84719,6626214,2
84729,6568162,2
85521,5976467,2
85826,6606425,2
85826,6618198,2
85826,6640340,5
86037,6606312,2
86044,6605378,5
86044,6638439,5
86168,5976986,2
86442,6642160,2
86719,5612423,2
86719,5962882,2
86719,6018685,2
86719,6018826,2
86719,6039124,2
86719,6596845,2
86719,6603254,2
86719,6606349,2
86719,6619265,2
86719,6630500,2
86719,6636191,2
86719,6639964,2
86719,6640080,2
86719,6640338,2
86719,6640454,2
86719,6640682,2
86719,6640789,2
86719,6640995,2
86874,6558084,2
86874,6640505,2
86874,6640538,2
86874,6643768,5
86982,6640261,2
87265,6079117,2
87265,6344727,2
87265,6416427,5
87265,6542306,2
87265,6571550,2
87265,6619196,5
87265,6619601,2
87265,6622810,2
87265,6623795,2
87265,6640604,2
88099,6405223,2
88099,6635210,2
88099,6635980,2
88217,6607150,2
88217,6640667,2
88217,6640827,2
88217,6641235,2
88730,6641560,2
88736,6639775,5
88736,6640123,5
88772,6454555,2
89163,6625537,2
89276,6634366,2
89276,6639416,2
89513,6524954,2
89513,6606957,2
89815,6389102,2
89815,6417580,2
89815,6636475,2
89844,6639849,2
89844,6640561,2
89848,6596742,2
89888,5634231,2
89888,5714955,2
89888,5793116,2
89888,5928758,2
89888,6372449,2
90042,6640508,2
90042,6641686,2
90074,6641711,5
90147,6619617,2
90159,6405547,2
90159,6498411,2
90657,6641010,5
90678,6578671,2
91011,5916533,2
91011,6620390,2
91011,6624642,2
91011,6634775,5
91011,6638185,5
91619,5586339,2
91619,6378251,5
92655,6605823,2
92945,5905123,2
92945,6443841,2
92945,6595812,2
92945,6631452,5
92945,6634392,2
92945,6640330,2
92945,6640634,5
93002,6550749,2
93002,6550766,2
93002,6639860,2
93002,6640667,2
93223,6640788,2
93223,6641686,2
93380,6606631,2
93705,6566282,2
93705,6637094,2
93830,5680236,2
93830,5846260,2
93830,6338378,2
93830,6601003,2
93830,6606588,2
93830,6615047,2
93830,6615993,2
93830,6626229,2
93830,6627614,2
94426,6614833,2
94426,6631515,2
94499,6640340,5
94862,6628319,2
95277,6447198,2
95277,6590125,2
95277,6637075,2
95422,6640552,2
95422,6640990,2
95422,6641471,5
95616,6274944,2
95616,6637408,2
95616,6640123,2
95617,5973838,2
95617,6274944,2
95617,6421583,2
95617,6615905,2
95617,6637075,2
95617,6637100,2
95617,6637408,2
95617,6639775,2
95643,6617863,2
95643,6638551,5
95643,6640123,2
96130,6527146,5
96130,6605740,2
96130,6613556,2
96130,6614941,5
96130,6617903,5
96130,6617905,5
96130,6633878,5
96345,6498859,2
96583,5925341,2
96583,6582238,5
96583,6618015,2
96583,6628564,2
96583,6642664,5
96923,6103207,2
96923,6634125,2
96923,6640505,2
96923,6640538,2
96923,6641202,2
96923,6641469,2
97197,6580864,5
97220,6624611,2
97220,6640265,2
97300,6157754,2
97300,6233688,2
97300,6615592,2
97300,6616213,2
97300,6616226,2
97300,6620560,2
97682,6068503,2
97682,6620108,2
97682,6627164,2
97682,6631596,2
97695,6639680,2
98127,5610847,2
98127,6465931,2
98127,6641092,2
98127,6641142,2
98127,6641349,2
98127,6641366,2
98127,6641435,2
98961,5653062,2
98961,5718977,2
98961,6405547,2
98961,6545208,5
98961,6613950,5
98961,6624232,2
98961,6640980,2
98961,6642239,5
99477,6616246,2
99656,5753487,5
99656,6174471,5
99656,6335452,5
99656,6403976,2
99656,6472806,2
99656,6538010,2
99656,6630159,5
99656,6639876,2
99718,6344727,2
99718,6605813,2
99783,6616721,2
99783,6638440,2
99783,6640218,2
99783,6641469,2
99783,6641535,5
99814,6640997,2
100328,6470858,2
100395,6521126,2
100395,6635221,2
100472,5892171,2
100544,5916533,5
100544,6637408,2
100896,5554900,2
100896,6434125,2
100896,6541139,2
100896,6587205,2
100896,6593032,2
100896,6613999,2
100896,6622770,2
101124,5586874,5
101124,6541051,2
101124,6612263,5
101124,6614699,5
101124,6640123,5
101211,5698294,2
101211,6175480,5
101211,6397855,5
101211,6451741,2
101211,6598922,2
101211,6625625,2
101211,6643450,2
101404,5520467,2
101404,6599940,5
101404,6637193,2
101679,5430997,2
101813,6559225,2
101973,5944528,2
101973,6373642,2
101973,6578174,2
101973,6600920,2
101973,6613118,2
102061,6640123,2
102061,6641247,2
102061,6641768,2
102331,6130134,2
102331,6606223,2
102405,4002723,2
102405,6415760,2
102405,6554963,2
102428,6609717,2
102428,6613846,2
102428,6618835,2
102428,6637414,2
102570,6601241,2
102570,6636499,5
102690,6580992,2
102690,6637371,2
102690,6639971,2
103088,6160601,2
103436,6641143,2
103476,6404749,2
103476,6539149,2
103510,6412142,2
103510,6501726,2
103510,6538884,5
103510,6607150,5
103510,6639510,5
103510,6640197,2
103510,6642484,2
103511,5982924,2
103511,6505988,2
103511,6533278,2
103511,6630415,2
103511,6640591,2
103511,6641575,2
103580,6349653,2
103580,6487181,2
103580,6532803,2
103580,6606997,5
103580,6613987,2
103580,6614036,2
103580,6614537,5
103580,6625158,2
103580,6630109,2
103580,6636560,2
103580,6637339,5
103580,6638063,5
103580,6639871,2
103580,6640692,5
103580,6641499,2
103933,5089353,2
103933,6606312,2
103933,6638440,2
103933,6641535,2
103978,6167303,2
103978,6568628,2
104362,5787650,2
104362,6624684,2
104362,6624772,2
104728,6607894,2
105292,6299643,2
105292,6578163,2
105292,6592074,2
105292,6618884,2
